ai_infor_users_id,ai_infor_accounting_entity_id,ai_infor_users_accounting_entity_mapping_id,is_active,lid,ae_app_type,ai_infor_maps_id
31866,109,10387,f,lid://infor.ln.ln_sd1,,17297
31882,50,8944,f,lid://infor.ln.ln_ba,,1899
31866,109,10388,f,lid://infor.ln.ln_sd1,,17313
31866,109,10389,f,lid://infor.ln.ln_sd1,,17321
30315,109,1493,f,lid://infor.ln.ln_sd1,,18145
32955,109,10802,f,lid://infor.ln.ln_sd1,,17831
31866,109,10390,f,lid://infor.ln.ln_sd1,,17328
31882,51,8945,f,lid://infor.ln.ln_ba,,1899
32019,25,9784,f,lid://infor.ln.ln_ba,,2309
32019,26,9785,f,lid://infor.ln.ln_ba,,2309
32019,27,9786,f,lid://infor.ln.ln_ba,,2309
32019,21,9787,f,lid://infor.ln.ln_ba,,1229
32019,28,9788,f,lid://infor.ln.ln_ba,,1229
32019,17,9789,f,lid://infor.ln.ln_ba,,1801
32019,45,9790,f,lid://infor.ln.ln_ba,,1229
32019,46,9791,f,lid://infor.ln.ln_ba,,1229
32019,47,9792,f,lid://infor.ln.ln_ba,,1229
32019,48,9793,f,lid://infor.ln.ln_ba,,1229
32019,17,9794,f,lid://infor.ln.ln_ba,,3574
32019,17,9795,f,lid://infor.ln.ln_ba,,2326
32019,17,9796,f,lid://infor.ln.ln_ba,,2036
32019,13,9797,f,lid://infor.ln.ln_ba,,4064
32019,16,9798,f,lid://infor.ln.ln_ba,,1768
32019,15,9799,f,lid://infor.ln.ln_ba,,1768
32019,18,9800,f,lid://infor.ln.ln_ba,,1768
32019,58,9801,f,lid://infor.ln.ln_ba,,1768
32019,59,9802,f,lid://infor.ln.ln_ba,,1768
32019,60,9803,f,lid://infor.ln.ln_ba,,1768
32019,62,9804,f,lid://infor.ln.ln_ba,,1768
32019,64,9805,f,lid://infor.ln.ln_ba,,1768
32019,66,9806,f,lid://infor.ln.ln_ba,,1768
32019,68,9807,f,lid://infor.ln.ln_ba,,1768
32019,70,9808,f,lid://infor.ln.ln_ba,,1768
32019,72,9809,f,lid://infor.ln.ln_ba,,1768
32019,74,9810,f,lid://infor.ln.ln_ba,,1768
32019,75,9811,f,lid://infor.ln.ln_ba,,1768
32019,77,9812,f,lid://infor.ln.ln_ba,,1768
32019,79,9813,f,lid://infor.ln.ln_ba,,1768
32019,81,9814,f,lid://infor.ln.ln_ba,,1768
32019,83,9815,f,lid://infor.ln.ln_ba,,1768
32019,85,9816,f,lid://infor.ln.ln_ba,,1768
32019,87,9817,f,lid://infor.ln.ln_ba,,1768
32019,89,9818,f,lid://infor.ln.ln_ba,,1768
32019,91,9819,f,lid://infor.ln.ln_ba,,1768
32019,93,9820,f,lid://infor.ln.ln_ba,,1768
32019,95,9821,f,lid://infor.ln.ln_ba,,1768
32019,97,9822,f,lid://infor.ln.ln_ba,,1768
32019,99,9823,f,lid://infor.ln.ln_ba,,1768
32019,101,9824,f,lid://infor.ln.ln_ba,,1768
32019,103,9825,f,lid://infor.ln.ln_ba,,1768
31882,52,8946,f,lid://infor.ln.ln_ba,,1899
31882,53,8947,f,lid://infor.ln.ln_ba,,1899
33907,303,11482,t,lid://infor.m3.m3_sd1,,
31866,109,10391,f,lid://infor.ln.ln_sd1,,17358
31866,109,10392,f,lid://infor.ln.ln_sd1,,17366
32019,105,9826,f,lid://infor.ln.ln_ba,,1768
32019,13,9827,f,lid://infor.ln.ln_ba,,1768
32019,14,9828,f,lid://infor.ln.ln_ba,,1768
32019,19,9829,f,lid://infor.ln.ln_ba,,1768
32019,20,9830,f,lid://infor.ln.ln_ba,,1768
32019,21,9831,f,lid://infor.ln.ln_ba,,1768
32019,22,9832,f,lid://infor.ln.ln_ba,,1768
32019,23,9833,f,lid://infor.ln.ln_ba,,1768
31882,36,8748,f,lid://infor.ln.ln_ba,,4041
31882,38,8749,f,lid://infor.ln.ln_ba,,1639
32019,24,9834,f,lid://infor.ln.ln_ba,,1768
32019,25,9835,f,lid://infor.ln.ln_ba,,1768
32019,26,9836,f,lid://infor.ln.ln_ba,,1768
32019,27,9837,f,lid://infor.ln.ln_ba,,1768
32019,28,9838,f,lid://infor.ln.ln_ba,,1768
32019,29,9839,f,lid://infor.ln.ln_ba,,1768
32019,30,9840,f,lid://infor.ln.ln_ba,,1768
32019,31,9841,f,lid://infor.ln.ln_ba,,1768
32019,17,9842,f,lid://infor.ln.ln_ba,,1768
32019,32,9843,f,lid://infor.ln.ln_ba,,1768
32019,33,9844,f,lid://infor.ln.ln_ba,,1768
32019,34,9845,f,lid://infor.ln.ln_ba,,1768
32019,35,9846,f,lid://infor.ln.ln_ba,,1768
32019,36,9847,f,lid://infor.ln.ln_ba,,1768
32019,37,9848,f,lid://infor.ln.ln_ba,,1768
32019,38,9849,f,lid://infor.ln.ln_ba,,1768
32019,39,9850,f,lid://infor.ln.ln_ba,,1768
32019,40,9851,f,lid://infor.ln.ln_ba,,1768
32019,41,9852,f,lid://infor.ln.ln_ba,,1768
32019,42,9853,f,lid://infor.ln.ln_ba,,1768
32019,43,9854,f,lid://infor.ln.ln_ba,,1768
32019,44,9855,f,lid://infor.ln.ln_ba,,1768
32019,45,9856,f,lid://infor.ln.ln_ba,,1768
32019,46,9857,f,lid://infor.ln.ln_ba,,1768
32019,47,9858,f,lid://infor.ln.ln_ba,,1768
32019,48,9859,f,lid://infor.ln.ln_ba,,1768
32019,49,9860,f,lid://infor.ln.ln_ba,,1768
32019,50,9861,f,lid://infor.ln.ln_ba,,1768
32019,51,9862,f,lid://infor.ln.ln_ba,,1768
32019,52,9863,f,lid://infor.ln.ln_ba,,1768
32019,53,9864,f,lid://infor.ln.ln_ba,,1768
32019,54,9865,f,lid://infor.ln.ln_ba,,1768
32019,55,9866,f,lid://infor.ln.ln_ba,,1768
31882,39,8750,f,lid://infor.ln.ln_ba,,1639
1975,109,11395,t,lid://infor.ln.ln_sd1,,17162
1975,109,11397,t,lid://infor.ln.ln_sd1,,17351
31882,40,8751,f,lid://infor.ln.ln_ba,,1639
31882,41,8752,f,lid://infor.ln.ln_ba,,1639
32019,56,9867,f,lid://infor.ln.ln_ba,,1768
2003,109,11328,t,lid://infor.ln.ln_sd1,,17727
32019,57,9868,f,lid://infor.ln.ln_ba,,1768
1892,109,11309,t,lid://infor.ln.ln_sd1,,18106
31882,42,8753,f,lid://infor.ln.ln_ba,,1639
31882,43,8754,f,lid://infor.ln.ln_ba,,1639
1919,109,11447,t,lid://infor.ln.ln_sd1,,17727
31882,44,8755,f,lid://infor.ln.ln_ba,,1639
31882,54,8948,f,lid://infor.ln.ln_ba,,1899
31882,55,8949,f,lid://infor.ln.ln_ba,,1899
31882,56,8950,f,lid://infor.ln.ln_ba,,1899
31882,57,8951,f,lid://infor.ln.ln_ba,,1899
31882,13,8952,f,lid://infor.ln.ln_ba,,4064
31882,16,8953,f,lid://infor.ln.ln_ba,,1768
31882,15,8954,f,lid://infor.ln.ln_ba,,1768
31882,18,8955,f,lid://infor.ln.ln_ba,,1768
31882,58,8956,f,lid://infor.ln.ln_ba,,1768
31882,59,8957,f,lid://infor.ln.ln_ba,,1768
31882,20,8826,f,lid://infor.ln.ln_ba,,2309
30997,77,10736,f,lid://infor.ln.ln_ba,,3128
30997,79,10737,f,lid://infor.ln.ln_ba,,3128
31882,21,8827,f,lid://infor.ln.ln_ba,,2309
31882,22,8828,f,lid://infor.ln.ln_ba,,2309
31882,23,8829,f,lid://infor.ln.ln_ba,,2309
32019,13,9869,f,lid://infor.ln.ln_ba,,3128
34010,376,11491,t,lid://infor.m3.m3_sd1,,
32019,14,9870,f,lid://infor.ln.ln_ba,,3128
32019,16,9871,f,lid://infor.ln.ln_ba,,3128
1975,109,11398,t,lid://infor.ln.ln_sd1,,17811
1983,123,11334,t,lid://infor.ln.ln_sd2,,18378
1984,109,11335,t,lid://infor.ln.ln_sd1,,17937
1984,109,11336,t,lid://infor.ln.ln_sd1,,17727
32332,17,10398,f,lid://infor.ln.ln_ba,,1218
32332,17,10399,f,lid://infor.ln.ln_ba,,2044
32332,17,10400,f,lid://infor.ln.ln_ba,,1801
32332,13,10401,f,lid://infor.ln.ln_ba,,4064
32332,17,10402,f,lid://infor.ln.ln_ba,,1267
32332,17,10403,f,lid://infor.ln.ln_ba,,1224
32332,17,10404,f,lid://infor.ln.ln_ba,,2039
32332,17,10405,f,lid://infor.ln.ln_ba,,1597
32019,15,9872,f,lid://infor.ln.ln_ba,,3128
31882,45,8756,f,lid://infor.ln.ln_ba,,1639
32019,18,9873,f,lid://infor.ln.ln_ba,,3128
32019,58,9874,f,lid://infor.ln.ln_ba,,3128
32019,59,9875,f,lid://infor.ln.ln_ba,,3128
31882,46,8757,f,lid://infor.ln.ln_ba,,1639
32019,60,9876,f,lid://infor.ln.ln_ba,,3128
31882,47,8758,f,lid://infor.ln.ln_ba,,1639
32019,62,9877,f,lid://infor.ln.ln_ba,,3128
32019,64,9878,f,lid://infor.ln.ln_ba,,3128
32019,66,9879,f,lid://infor.ln.ln_ba,,3128
32019,68,9880,f,lid://infor.ln.ln_ba,,3128
32019,17,9881,f,lid://infor.ln.ln_ba,,2375
31882,55,8805,f,lid://infor.ln.ln_ba,,4041
31882,56,8806,f,lid://infor.ln.ln_ba,,4041
1954,109,11329,t,lid://infor.ln.ln_sd1,,17727
32019,70,9882,f,lid://infor.ln.ln_ba,,3128
32019,72,9883,f,lid://infor.ln.ln_ba,,3128
31882,57,8807,f,lid://infor.ln.ln_ba,,4041
31882,13,8808,f,lid://infor.ln.ln_ba,,2309
31882,14,8809,f,lid://infor.ln.ln_ba,,2309
31882,19,8810,f,lid://infor.ln.ln_ba,,2309
31882,14,8811,f,lid://infor.ln.ln_ba,,5100
31882,19,8812,f,lid://infor.ln.ln_ba,,5100
31882,20,8813,f,lid://infor.ln.ln_ba,,5100
32019,19,9884,f,lid://infor.ln.ln_ba,,3128
32019,20,9885,f,lid://infor.ln.ln_ba,,3128
32019,21,9886,f,lid://infor.ln.ln_ba,,3128
31882,24,8830,f,lid://infor.ln.ln_ba,,2309
31882,25,8831,f,lid://infor.ln.ln_ba,,2309
31882,26,8832,f,lid://infor.ln.ln_ba,,2309
31882,27,8833,f,lid://infor.ln.ln_ba,,2309
32019,22,9887,f,lid://infor.ln.ln_ba,,3128
1967,109,11380,t,lid://infor.ln.ln_sd1,,17181
32019,23,9888,f,lid://infor.ln.ln_ba,,3128
31884,166,7542,f,lid://infor.ln.ln_sd_t1,,38347
31882,13,8655,f,lid://infor.ln.ln_ba,,5749
31882,13,8656,f,lid://infor.ln.ln_ba,,4041
1967,109,11381,t,lid://infor.ln.ln_sd1,,17200
32019,24,9889,f,lid://infor.ln.ln_ba,,3128
32019,25,9890,f,lid://infor.ln.ln_ba,,3128
32019,26,9891,f,lid://infor.ln.ln_ba,,3128
32019,27,9892,f,lid://infor.ln.ln_ba,,3128
32019,28,9893,f,lid://infor.ln.ln_ba,,3128
32019,29,9894,f,lid://infor.ln.ln_ba,,3128
32019,30,9895,f,lid://infor.ln.ln_ba,,3128
32019,31,9896,f,lid://infor.ln.ln_ba,,3128
32019,17,9897,f,lid://infor.ln.ln_ba,,3128
32019,32,9898,f,lid://infor.ln.ln_ba,,3128
32019,33,9899,f,lid://infor.ln.ln_ba,,3128
32019,34,9900,f,lid://infor.ln.ln_ba,,3128
32019,35,9901,f,lid://infor.ln.ln_ba,,3128
32019,74,9902,f,lid://infor.ln.ln_ba,,3128
32019,75,9903,f,lid://infor.ln.ln_ba,,3128
32019,77,9904,f,lid://infor.ln.ln_ba,,3128
32019,79,9905,f,lid://infor.ln.ln_ba,,3128
32019,81,9906,f,lid://infor.ln.ln_ba,,3128
32019,83,9907,f,lid://infor.ln.ln_ba,,3128
32019,85,9908,f,lid://infor.ln.ln_ba,,3128
32019,87,9909,f,lid://infor.ln.ln_ba,,3128
32019,89,9910,f,lid://infor.ln.ln_ba,,3128
34042,110,11519,t,lid://infor.ln.ln_sd1,,10458
34042,112,11520,t,lid://infor.ln.ln_sd1,,10458
32019,91,9911,f,lid://infor.ln.ln_ba,,3128
32019,93,9912,f,lid://infor.ln.ln_ba,,3128
32019,95,9913,f,lid://infor.ln.ln_ba,,3128
32019,97,9914,f,lid://infor.ln.ln_ba,,3128
32019,99,9915,f,lid://infor.ln.ln_ba,,3128
32019,107,9916,f,lid://infor.ln.ln_ba,,3128
32019,101,9917,f,lid://infor.ln.ln_ba,,3128
32019,103,9918,f,lid://infor.ln.ln_ba,,3128
32019,105,9919,f,lid://infor.ln.ln_ba,,3128
32019,36,9920,f,lid://infor.ln.ln_ba,,3128
32019,37,9921,f,lid://infor.ln.ln_ba,,3128
32019,38,9922,f,lid://infor.ln.ln_ba,,3128
32019,39,9923,f,lid://infor.ln.ln_ba,,3128
32019,40,9924,f,lid://infor.ln.ln_ba,,3128
32019,41,9925,f,lid://infor.ln.ln_ba,,3128
32019,42,9926,f,lid://infor.ln.ln_ba,,3128
32019,43,9927,f,lid://infor.ln.ln_ba,,3128
32019,44,9928,f,lid://infor.ln.ln_ba,,3128
32019,45,9929,f,lid://infor.ln.ln_ba,,3128
32019,46,9930,f,lid://infor.ln.ln_ba,,3128
32019,47,9931,f,lid://infor.ln.ln_ba,,3128
32019,48,9932,f,lid://infor.ln.ln_ba,,3128
32019,49,9933,f,lid://infor.ln.ln_ba,,3128
34042,109,11521,t,lid://infor.ln.ln_sd1,,10458
32019,50,9934,f,lid://infor.ln.ln_ba,,3128
32019,51,9935,f,lid://infor.ln.ln_ba,,3128
32019,52,9936,f,lid://infor.ln.ln_ba,,3128
32019,53,9937,f,lid://infor.ln.ln_ba,,3128
32019,54,9938,f,lid://infor.ln.ln_ba,,3128
32019,55,9939,f,lid://infor.ln.ln_ba,,3128
32019,56,9940,f,lid://infor.ln.ln_ba,,3128
32019,57,9941,f,lid://infor.ln.ln_ba,,3128
32019,17,9942,f,lid://infor.ln.ln_ba,,1267
32019,13,9943,f,lid://infor.ln.ln_ba,,3030
32019,16,9944,f,lid://infor.ln.ln_ba,,2309
32019,15,9945,f,lid://infor.ln.ln_ba,,2309
32019,18,9946,f,lid://infor.ln.ln_ba,,2309
32019,58,9947,f,lid://infor.ln.ln_ba,,2309
32019,59,9948,f,lid://infor.ln.ln_ba,,2309
32019,60,9949,f,lid://infor.ln.ln_ba,,2309
32019,62,9950,f,lid://infor.ln.ln_ba,,2309
32019,64,9951,f,lid://infor.ln.ln_ba,,2309
32019,66,9952,f,lid://infor.ln.ln_ba,,2309
32019,68,9953,f,lid://infor.ln.ln_ba,,2309
32019,70,9954,f,lid://infor.ln.ln_ba,,2309
32019,72,9955,f,lid://infor.ln.ln_ba,,2309
32019,13,9956,f,lid://infor.ln.ln_ba,,5025
32019,14,9957,f,lid://infor.ln.ln_ba,,5025
32019,19,9958,f,lid://infor.ln.ln_ba,,5025
32019,20,9959,f,lid://infor.ln.ln_ba,,5025
32019,21,9960,f,lid://infor.ln.ln_ba,,5025
32019,22,9961,f,lid://infor.ln.ln_ba,,5025
32019,23,9962,f,lid://infor.ln.ln_ba,,5025
32019,24,9963,f,lid://infor.ln.ln_ba,,5025
32019,25,9964,f,lid://infor.ln.ln_ba,,5025
32019,26,9965,f,lid://infor.ln.ln_ba,,5025
32019,27,9966,f,lid://infor.ln.ln_ba,,5025
32019,13,9967,f,lid://infor.ln.ln_ba,,3833
32019,19,9968,f,lid://infor.ln.ln_ba,,3833
32019,43,9969,f,lid://infor.ln.ln_ba,,3833
31882,21,8814,f,lid://infor.ln.ln_ba,,5100
31882,22,8815,f,lid://infor.ln.ln_ba,,5100
31882,23,8816,f,lid://infor.ln.ln_ba,,5100
31882,24,8817,f,lid://infor.ln.ln_ba,,5100
31882,91,8739,f,lid://infor.ln.ln_ba,,4041
31882,14,8657,f,lid://infor.ln.ln_ba,,4041
31882,13,8658,f,lid://infor.ln.ln_ba,,1222
31882,13,8659,f,lid://infor.ln.ln_ba,,2994
31882,136,8660,f,lid://infor.ln.ln_ba,,19883
31882,28,8661,f,lid://infor.ln.ln_ba,,2309
31882,14,8662,f,lid://infor.ln.ln_ba,,1639
31882,16,8663,f,lid://infor.ln.ln_ba,,1639
32019,17,9970,f,lid://infor.ln.ln_ba,,1224
32019,32,9971,f,lid://infor.ln.ln_ba,,2309
32019,35,9972,f,lid://infor.ln.ln_ba,,2309
32019,36,9973,f,lid://infor.ln.ln_ba,,2309
32019,37,9974,f,lid://infor.ln.ln_ba,,2309
32019,38,9975,f,lid://infor.ln.ln_ba,,2309
32019,39,9976,f,lid://infor.ln.ln_ba,,2309
32019,40,9977,f,lid://infor.ln.ln_ba,,2309
32019,41,9978,f,lid://infor.ln.ln_ba,,2309
32019,42,9979,f,lid://infor.ln.ln_ba,,2309
32019,43,9980,f,lid://infor.ln.ln_ba,,2309
32019,44,9981,f,lid://infor.ln.ln_ba,,2309
32019,45,9982,f,lid://infor.ln.ln_ba,,2309
32019,46,9983,f,lid://infor.ln.ln_ba,,2309
32019,47,9984,f,lid://infor.ln.ln_ba,,2309
32019,48,9985,f,lid://infor.ln.ln_ba,,2309
32019,49,9986,f,lid://infor.ln.ln_ba,,2309
32019,50,9987,f,lid://infor.ln.ln_ba,,2309
32019,51,9988,f,lid://infor.ln.ln_ba,,2309
32019,52,9989,f,lid://infor.ln.ln_ba,,2309
32019,53,9990,f,lid://infor.ln.ln_ba,,2309
32019,54,9991,f,lid://infor.ln.ln_ba,,2309
32019,55,9992,f,lid://infor.ln.ln_ba,,2309
32019,56,9993,f,lid://infor.ln.ln_ba,,2309
32019,57,9994,f,lid://infor.ln.ln_ba,,2309
32019,17,9995,f,lid://infor.ln.ln_ba,,2039
32019,28,9996,f,lid://infor.ln.ln_ba,,5025
32019,29,9997,f,lid://infor.ln.ln_ba,,5025
32019,30,9998,f,lid://infor.ln.ln_ba,,5025
32019,31,9999,f,lid://infor.ln.ln_ba,,5025
32019,17,10000,f,lid://infor.ln.ln_ba,,5025
32019,32,10001,f,lid://infor.ln.ln_ba,,5025
32019,33,10002,f,lid://infor.ln.ln_ba,,5025
32019,34,10003,f,lid://infor.ln.ln_ba,,5025
32019,35,10004,f,lid://infor.ln.ln_ba,,5025
32019,36,10005,f,lid://infor.ln.ln_ba,,5025
32019,37,10006,f,lid://infor.ln.ln_ba,,5025
32019,38,10007,f,lid://infor.ln.ln_ba,,5025
32019,39,10008,f,lid://infor.ln.ln_ba,,5025
32019,40,10009,f,lid://infor.ln.ln_ba,,5025
32019,41,10010,f,lid://infor.ln.ln_ba,,5025
32019,42,10011,f,lid://infor.ln.ln_ba,,5025
32019,43,10012,f,lid://infor.ln.ln_ba,,5025
32030,109,10141,f,lid://infor.ln.ln_sd1,,18116
32030,109,10142,f,lid://infor.ln.ln_sd1,,18121
32030,109,10143,f,lid://infor.ln.ln_sd1,,18145
32030,109,10144,f,lid://infor.ln.ln_sd1,,18215
32404,199,10429,f,infor.ln.ln_ba,,
31882,93,8740,f,lid://infor.ln.ln_ba,,4041
32030,109,10145,f,lid://infor.ln.ln_sd1,,18227
32030,110,10146,f,lid://infor.ln.ln_sd1,,10460
32030,112,10147,f,lid://infor.ln.ln_sd1,,10460
32030,110,10148,f,lid://infor.ln.ln_sd1,,37947
32031,137,10149,f,infor.ln.ln_sd_t1,,37384
32031,137,10150,f,infor.ln.ln_sd_t1,,37348
31882,95,8741,f,lid://infor.ln.ln_ba,,4041
31882,97,8742,f,lid://infor.ln.ln_ba,,4041
31882,99,8743,f,lid://infor.ln.ln_ba,,4041
31882,25,8818,f,lid://infor.ln.ln_ba,,5100
31882,26,8819,f,lid://infor.ln.ln_ba,,5100
31882,27,8820,f,lid://infor.ln.ln_ba,,5100
31882,15,8664,f,lid://infor.ln.ln_ba,,1639
31882,18,8665,f,lid://infor.ln.ln_ba,,1639
31882,93,9140,f,lid://infor.ln.ln_ba,,4441
31882,107,9144,f,lid://infor.ln.ln_ba,,4441
31882,101,9145,f,lid://infor.ln.ln_ba,,4441
31882,103,9146,f,lid://infor.ln.ln_ba,,4441
31882,105,9147,f,lid://infor.ln.ln_ba,,4441
31882,36,9148,f,lid://infor.ln.ln_ba,,4441
31882,37,9149,f,lid://infor.ln.ln_ba,,4441
31882,60,8958,f,lid://infor.ln.ln_ba,,1768
31882,62,8959,f,lid://infor.ln.ln_ba,,1768
31882,64,8960,f,lid://infor.ln.ln_ba,,1768
31882,66,8961,f,lid://infor.ln.ln_ba,,1768
31882,68,8962,f,lid://infor.ln.ln_ba,,1768
31882,70,8963,f,lid://infor.ln.ln_ba,,1768
31882,72,8964,f,lid://infor.ln.ln_ba,,1768
31882,74,8965,f,lid://infor.ln.ln_ba,,1768
31882,75,8966,f,lid://infor.ln.ln_ba,,1768
31882,77,8967,f,lid://infor.ln.ln_ba,,1768
31882,79,8968,f,lid://infor.ln.ln_ba,,1768
30997,58,10707,f,lid://infor.ln.ln_ba,,3128
30997,59,10708,f,lid://infor.ln.ln_ba,,3128
30997,22,10719,f,lid://infor.ln.ln_ba,,3128
31882,81,8969,f,lid://infor.ln.ln_ba,,1768
31882,14,8982,f,lid://infor.ln.ln_ba,,4441
31882,16,8983,f,lid://infor.ln.ln_ba,,4441
32019,44,10013,f,lid://infor.ln.ln_ba,,5025
32019,45,10014,f,lid://infor.ln.ln_ba,,5025
32019,46,10015,f,lid://infor.ln.ln_ba,,5025
32019,47,10016,f,lid://infor.ln.ln_ba,,5025
32019,48,10017,f,lid://infor.ln.ln_ba,,5025
32019,49,10018,f,lid://infor.ln.ln_ba,,5025
32019,50,10019,f,lid://infor.ln.ln_ba,,5025
32019,51,10020,f,lid://infor.ln.ln_ba,,5025
32019,52,10021,f,lid://infor.ln.ln_ba,,5025
32019,53,10022,f,lid://infor.ln.ln_ba,,5025
32019,54,10023,f,lid://infor.ln.ln_ba,,5025
32019,55,10024,f,lid://infor.ln.ln_ba,,5025
32019,56,10025,f,lid://infor.ln.ln_ba,,5025
32019,57,10026,f,lid://infor.ln.ln_ba,,5025
32019,17,10027,f,lid://infor.ln.ln_ba,,1597
32019,21,10028,f,lid://infor.ln.ln_ba,,2300
32019,28,10029,f,lid://infor.ln.ln_ba,,2300
32019,45,10030,f,lid://infor.ln.ln_ba,,2300
